lang,query,url,title,error
uk,Добровольчий український корпус,https://vk.com/psvinogradiv,Правий Сектор м. Виноградів,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Добровольчий український корпус,https://vk.com/ps_bx,ПРАВИЙ СЕКТОР //БАХМАЧ//,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Добровольчий український корпус,https://vk.com/club96350442,УНСО Дубно,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Добровольчий український корпус,https://vk.com/16rsduk,16 РС ДУК ПС|Буковина,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Добровольчий український корпус,https://vk.com/duk_pc,23 Резервна сотня ДУК ПС | Миколаївщина,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Добровольчий український корпус,https://vk.com/dukvolyn,ДУК Волинь.,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 13.03.2015 № 27-31-2015/Ид831-15
uk,Добровольчий український корпус,https://vk.com/public127740523,"8-й окремий батальйон """"Аратта"" УДА",Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Добровольчий український корпус,https://vk.com/club96353961,УНСО Корець,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Добровольчий український корпус,https://vk.com/club142702816,"НВР ""Правий сектор"" Мокра Калигірка",Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Добровольчий український корпус,https://vk.com/combat_hammer,"УНА-УНСО Рівне, Бойовий Молот ім. Музичко О.",Этот материал заблокирован на территории РФ по требованию Роскомнадзора на основании решения Генеральной прокуратуры № 27-27-2014 от 04.03.2014
uk,Добровольчий український корпус,https://vk.com/dukpivden,25 резервна сотня ДУК ПС,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Добровольчий український корпус,https://vk.com/public146716123,Правий сектор [місто Миколаїв],Этот материал заблокирован на территории РФ на основании решения суда/уполномоченного федерального органа исполнительной власти (Старорусский районный суд - Новгородская область) от 24.06.2022 № 13а-389/2022
uk,Добровольчий український корпус,https://vk.com/public95513340,16-й ЗБАТ Добровольчого Українського Корпусу «Пр,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Добровольчий український корпус,https://vk.com/public94720303,Військова Контррозвідка ДУК «ПС»,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Ядерна зброя,https://vk.com/nationalcorps_verkhovyna,НАЦІОНАЛЬНИЙ КОРПУС | ВЕРХОВИНА,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorps_vyshgorod,НАЦІОНАЛЬНИЙ КОРПУС | ВИШГОРОД,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/civilcorps_irpin,НАЦІОНАЛЬНИЙ КОРПУС | ІРПІНЬ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorpskiev,НАЦІОНАЛЬНИЙ КОРПУС | КИЇВ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorpsvinnica,НАЦІОНАЛЬНИЙ КОРПУС | ВІННИЦЯ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorps_bohorodchany,НАЦІОНАЛЬНИЙ КОРПУС | БОГОРОДЧАНИ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorps_mlt,НАЦІОНАЛЬНИЙ КОРПУС | МЕЛІТОПОЛЬ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorpsc_uman,НАЦІОНАЛЬНИЙ КОРПУС | УМАНЬ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorpskyivschina,НАЦІОНАЛЬНИЙ КОРПУС | КИЇВЩИНА,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/civilcorps_vasylkiv,НАЦІОНАЛЬНИЙ КОРПУС | ВАСИЛЬКІВ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/merefa_azov,НАЦІОНАЛЬНИЙ КОРПУС| Мерефа,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorpszhitomyr,НАЦІОНАЛЬНИЙ КОРПУС | ЖИТОМИР,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorps_katerynopil,НАЦІОНАЛЬНИЙ КОРПУС | Катеринопіль,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/civilcorps_azov_kalush,НАЦІОНАЛЬНИЙ КОРПУС | КАЛУШ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorpszp,НАЦІОНАЛЬНИЙ КОРПУС | ЗАПОРІЖЖЯ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Ядерна зброя,https://vk.com/nationalcorps_kolomuya,НАЦІОНАЛЬНИЙ КОРПУС | КОЛОМИЯ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nc_chervonograd,Національний Корпус | Червоноград,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorps_bolehiv,НАЦІОНАЛЬНИЙ КОРПУС | БОЛЕХІВ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorps_if,НАЦІОНАЛЬНИЙ КОРПУС | ІВАНО-ФРАНКІВСЬК,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/chernihivnationalcorps,Ликвидация Безграмотности | СПЕЦНАЗ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Ядерна зброя,https://vk.com/nationalcorps_rozhniativ,НАЦІОНАЛЬНИЙ КОРПУС | РОЖНЯТІВ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorpsprimorsk,НАЦІОНАЛЬНИЙ КОРПУС | ПРИМОРСЬК,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorpsbc,НАЦІОНАЛЬНИЙ КОРПУС | БІЛА ЦЕРКВА,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя,https://vk.com/nationalcorpsorg,НАЦІОНАЛЬНИЙ КОРПУС,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,УНА УНСО,https://vk.com/unsozdolbuniv,УНСО Здолбунів,Этот материал заблокирован на территории РФ согласно требованию Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/club9599782,Наші діти люблять квіти (УНА- УНСО),Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/public83547151,Політична Партія УНА-УНСО Ямпіль (офіційна сторі,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 13.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/pravuysecktor,"""Правий сектор"" Яворівська районна організація.",Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/una_unso_archive_3,Курси вуличного революціонера (архів),Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 13.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/club3606412,УНА-УНСО,"Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15 , как содержащего призывы к массовым беспорядкам, осуществлению экстремистской деятельности, участию в массовых (публичных) мероприятиях, проводимых с нарушением установленного порядка."
uk,УНА УНСО,https://vk.com/club7930470,УНА-УНСО,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/public74756177,УНА-УНСО Київщина,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 13.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/club3185298,УНА-УНСО ЖИТОМИР,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/club18290371,студенти против мусора,""
uk,УНА УНСО,https://vk.com/public78659292,Штаб Дмитра Яроша - Рівне,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/club40346744,УНА-УНСО(м. Вінниця),Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/club79890588,УНА-УНСО,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 13.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/club9971733,УНА - УНСО,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/club21470499,Я симпатизую ВГО ''Патріот України'' та УНА УНСО.,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/club38619110,уна унсо,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/club43876809,УНА-УНСО (Стрийський осередок),Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/ns.ukraine,УНА-УНСО [ Сумщина ],Этот материал заблокирован на территории РФ по требованию Роскомнадзора на основании решения Генеральной прокуратуры № 27-27-2014/Ид670-14 от 10.04.2014
uk,УНА УНСО,https://vk.com/combat_hammer,"УНА-УНСО Рівне, Бойовий Молот ім. Музичко О.",Этот материал заблокирован на территории РФ по требованию Роскомнадзора на основании решения Генеральной прокуратуры № 27-27-2014 от 04.03.2014
uk,УНА УНСО,https://vk.com/ps_vin,УНА-УНСО Вінниччини,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации № 27-27-2014 от 02.03.2014
uk,УНА УНСО,https://vk.com/unsokyiv,УНА-УНСО (Київ),Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/club25705260,УНСО-Золочів,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,УНА УНСО,https://vk.com/pravyi_sektor_ck,УНА-УНСО | Черкащина,Этот материал заблокирован на территории РФ по требованию Роскомнадзора на основании решения Генеральной прокуратуры № 27-27-2014/Ид1137-14 от 10.04.2014
uk,УНА УНСО,https://vk.com/una_unso_conferention,Адміністратори спільнот УНА-УНСО,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Ядерна зброя України,https://vk.com/nationalcorps_verkhovyna,НАЦІОНАЛЬНИЙ КОРПУС | ВЕРХОВИНА,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorps_vyshgorod,НАЦІОНАЛЬНИЙ КОРПУС | ВИШГОРОД,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/civilcorps_irpin,НАЦІОНАЛЬНИЙ КОРПУС | ІРПІНЬ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorpskiev,НАЦІОНАЛЬНИЙ КОРПУС | КИЇВ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorpsvinnica,НАЦІОНАЛЬНИЙ КОРПУС | ВІННИЦЯ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorps_bohorodchany,НАЦІОНАЛЬНИЙ КОРПУС | БОГОРОДЧАНИ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorps_mlt,НАЦІОНАЛЬНИЙ КОРПУС | МЕЛІТОПОЛЬ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorpsc_uman,НАЦІОНАЛЬНИЙ КОРПУС | УМАНЬ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorpskyivschina,НАЦІОНАЛЬНИЙ КОРПУС | КИЇВЩИНА,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/civilcorps_vasylkiv,НАЦІОНАЛЬНИЙ КОРПУС | ВАСИЛЬКІВ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/merefa_azov,НАЦІОНАЛЬНИЙ КОРПУС| Мерефа,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorpszhitomyr,НАЦІОНАЛЬНИЙ КОРПУС | ЖИТОМИР,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorps_katerynopil,НАЦІОНАЛЬНИЙ КОРПУС | Катеринопіль,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/civilcorps_azov_kalush,НАЦІОНАЛЬНИЙ КОРПУС | КАЛУШ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorpszp,НАЦІОНАЛЬНИЙ КОРПУС | ЗАПОРІЖЖЯ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Ядерна зброя України,https://vk.com/nationalcorps_kolomuya,НАЦІОНАЛЬНИЙ КОРПУС | КОЛОМИЯ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nc_chervonograd,Національний Корпус | Червоноград,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorps_bolehiv,НАЦІОНАЛЬНИЙ КОРПУС | БОЛЕХІВ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorps_if,НАЦІОНАЛЬНИЙ КОРПУС | ІВАНО-ФРАНКІВСЬК,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/chernihivnationalcorps,Ликвидация Безграмотности | СПЕЦНАЗ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
uk,Ядерна зброя України,https://vk.com/nationalcorps_rozhniativ,НАЦІОНАЛЬНИЙ КОРПУС | РОЖНЯТІВ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorpsprimorsk,НАЦІОНАЛЬНИЙ КОРПУС | ПРИМОРСЬК,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorpsbc,НАЦІОНАЛЬНИЙ КОРПУС | БІЛА ЦЕРКВА,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
uk,Ядерна зброя України,https://vk.com/nationalcorpsorg,НАЦІОНАЛЬНИЙ КОРПУС,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/nationalcorps_vyshgorod,НАЦІОНАЛЬНИЙ КОРПУС | ВИШГОРОД,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/civilcorps_irpin,НАЦІОНАЛЬНИЙ КОРПУС | ІРПІНЬ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/civilcorps_vasylkiv,НАЦІОНАЛЬНИЙ КОРПУС | ВАСИЛЬКІВ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/nationalcorps_rozhniativ,НАЦІОНАЛЬНИЙ КОРПУС | РОЖНЯТІВ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/nationalcorps_bohorodchany,НАЦІОНАЛЬНИЙ КОРПУС | БОГОРОДЧАНИ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/nationalcorpszhitomyr,НАЦІОНАЛЬНИЙ КОРПУС | ЖИТОМИР,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/nationalcorps_kolomuya,НАЦІОНАЛЬНИЙ КОРПУС | КОЛОМИЯ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/chernihivnationalcorps,Ликвидация Безграмотности | СПЕЦНАЗ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
be,Токіа,https://vk.com/nationalcorps_verkhovyna,НАЦІОНАЛЬНИЙ КОРПУС | ВЕРХОВИНА,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/nationalcorpsvinnica,НАЦІОНАЛЬНИЙ КОРПУС | ВІННИЦЯ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/nationalcorpsc_uman,НАЦІОНАЛЬНИЙ КОРПУС | УМАНЬ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/merefa_azov,НАЦІОНАЛЬНИЙ КОРПУС| Мерефа,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/nationalcorps_katerynopil,НАЦІОНАЛЬНИЙ КОРПУС | Катеринопіль,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/nationalcorps_if,НАЦІОНАЛЬНИЙ КОРПУС | ІВАНО-ФРАНКІВСЬК,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/nationalcorpsorg,НАЦІОНАЛЬНИЙ КОРПУС,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/nationalcorpskiev,НАЦІОНАЛЬНИЙ КОРПУС | КИЇВ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/nationalcorps_mlt,НАЦІОНАЛЬНИЙ КОРПУС | МЕЛІТОПОЛЬ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15
be,Токіа,https://vk.com/nationalcorpszp,НАЦІОНАЛЬНИЙ КОРПУС | ЗАПОРІЖЖЯ,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15
